"country","CODE","pop2018","pop2019","pop2020","pop2021","pop2022","pop2023","pop2024","pop2025","pop2026","pop2027","pop2028","pop2029","pop2030","pop2031","pop2032","pop2033","pop2034","pop2035","pop2036","pop2037","pop2038","pop2039","pop2040","pop2041","pop2042","pop2043","pop2044","pop2045","pop2046","pop2047","pop2048","pop2049","pop2050","pop2051","pop2052","pop2053","pop2054","pop2055","pop2056","pop2057","pop2058","pop2059","pop2060","pop2061","pop2062","pop2063","pop2064","pop2065","pop2066","pop2067","pop2068","pop2069","pop2070","Country.code","Continent","endemic","pop2015","HDI","Percent.Urban","urban_dogs_Knoble","rural_dogs_Knoble","total_dogs_Knoble","rural_HDR","urban_HDR","Business.Plan.Phase","cluster","gavi","gavi_2018","prop_urban","p_rabid","p_rabid_n","p_rabid_source","p_rabid_setting","p_seek","p_seek_n","p_receive","p_receive_n","p_complete","p_complete_n","vaccine_paid_by_patient","RIG_usage","RIG_paid_by_patient","ID","ID_prop","tot_dog_pop","dog_pop_setting","cost_first_visit","cost_followup_visit","ID_2015","price_per_vial","price_per_vial_RIG","exp_inc","bite_inc","LCI_exp_inc","UCI_exp_inc","LCI_bite_inc","UCI_bite_inc","vaccine_free_SQ","vaccine_gavi","preds_SQ","preds_SQ_LCI","preds_SQ_UCI","preds_gavi","preds_gavi_LCI","preds_gavi_UCI","p_seek_SQ","pseek_gavi","pseek_norm_SQ","pseek_norm_gavi","bite_inc_susp","bite_inc_non_susp","bite_inc_susp_LCI","bite_inc_susp_UCI"
"Myanmar","MMR",53855735,54336138,54808276,55269360,55718363,56155777,56583190,57001494,57410076,57807267,58191691,58561681,58915869,59253608,59574526,59878046,60163634,60430924,60679668,60909763,61121240,61314273,61489087,61645839,61784917,61907117,62013477,62104926,62181952,62245035,62294981,62332686,62358925,62374238,62379013,62373669,62358529,62333901,62300107,62257417,62205983,62145919,62077306,62000373,61915211,61821691,61719532,61608616,61488992,61360902,61224537,61080194,60928109,"MMR","Asia",1,53897154,0.483,34,2450380,2483867,4934248,14.3,7.5,"II","asia",TRUE,TRUE,0.3465,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,NA,FALSE,NA,0,NA,NA,NA,4.3403380902079,3.18187375017946,FALSE,23.7221224840704,82.3281670412122,0.00040142080323532,0.0183842344660698,0.000243589084571398,0.000738019252976037,0.0030640390776783,0.030640390776783,FALSE,TRUE,0.00109576351752239,0.000705212800524709,0.00170260336375017,0.00322157217145438,0.00169124775632505,0.00613660962273263,0.76,0.9,0.0430087915013729,0.155584038803551,0.00040142080323532,0.00109576351752239,0.000243589084571398,0.000738019252976037
"Nepal","NPL",29624035,29942018,30260244,30578436,30894880,31207746,31514634,31813598,32103873,32385155,32656655,32917661,33167612,33406080,33632919,33848358,34052872,34246881,34430403,34603532,34767002,34921735,35068441,35207453,35338774,35462390,35578124,35685878,35785655,35877547,35961620,36037966,36106578,36167470,36220469,36265205,36301194,36328047,36345630,36353895,36352703,36341908,36321446,36291214,36251204,36201517,36142282,36073652,35995713,35908486,35811972,35706127,35590988,"NPL","Asia",1,28513700,0.458,19,707710,1622788,2330498,14.3,7.5,"II","asia",TRUE,TRUE,0.18995,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,FALSE,TRUE,NA,0,NA,NA,NA,4.24346513667295,3.1108568161408,FALSE,2.37,40.7050716806503,0.00034604600551551,0.0158481843745269,0.000209986699801649,0.000636211707085309,0.00264136406242115,0.0264136406242115,TRUE,TRUE,0.00456610996766379,0.00226359544111689,0.00921072726074729,0.00456610996766379,0.00226359544111689,0.00921072726074729,0.76,0.9,0.271521008449932,0.268464100502165,0.00034604600551551,0.00456610996766379,0.000209986699801649,0.000636211707085309
"Nicaragua","NIC",6284757,6351157,6416568,6480807,6543976,6606538,6669148,6732197,6795865,6859844,6923479,6985855,7046293,7104547,7160711,7214922,7267426,7318402,7367826,7415579,7461640,7505967,7548564,7589404,7628478,7665776,7701261,7734905,7766705,7796656,7824783,7851133,7875742,7898588,7919675,7938967,7956431,7972045,7985792,7997667,8007648,8015730,8021897,8026139,8028462,8028851,8027281,8023752,8018276,8010877,8001560,7990359,7977292,"NIC","Americas",1,6082032,0.589,59,476661,334277,810938,7.5,7.5,"0","americas",TRUE,FALSE,0.59107,0.609201552437567,1000,NA,NA,0.632,1000,0.382,1000,0.6549,1000,NA,FALSE,NA,0,NA,NA,NA,5.54522821627607,4.06440022618547,FALSE,18.23015615469,59.771003785869,0.000570456042156375,0.0261256953976078,0.000346162590421691,0.00104879353211077,0.00435428256626796,0.0435428256626796,FALSE,TRUE,0.000914174626646444,0.00041923846300466,0.00199341263207254,0.00268769628661569,0.00099119662742152,0.00728786915657633,0.632,0.9,0.0211916429238592,0.0832240373159233,0.000570456042156375,0.000914174626646444,0.000346162590421691,0.00104879353211077
"Niger","NER",22311375,23176691,24074693,25006169,25971630,26971755,28007201,29078590,30186498,31331492,32514050,33734605,34993540,36291212,37627934,39004045,40419822,41875504,43371196,44906971,46482854,48098857,49754920,51450899,53186599,54961679,56775732,58628306,60518972,62447295,64412836,66415162,68453727,70527898,72636918,74779976,76956138,79164493,81404054,83673874,85972999,88300450,90655175,93036234,95442360,97871780,100322396,102792433,105280267,107784956,110306303,112844493,115399229,"NER","Africa",1,19899120,0.295,19,175826,2185354,2361179,7.4,21.2,"III","west africa",TRUE,TRUE,0.1901,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,TRUE,FALSE,NA,0,NA,NA,NA,2.74912248049157,2.01667046789304,FALSE,14.910795,83.3659371704296,0.000506934542639274,0.0232165433772175,0.000307616646132644,0.000932008130747191,0.00386942389620292,0.0386942389620292,FALSE,TRUE,0.000640297404337568,0.000304544895270207,0.00134620797251477,0.00188249039713647,0.000695611158100985,0.00509446988312478,0.523333333333333,0.9,0.0161523468099191,0.0614324572606577,0.000506934542639274,0.000640297404337568,0.000307616646132644,0.000932008130747191
"Nigeria","NGA",195875237,200962417,206152701,211446673,216844136,222348372,227963272,233691888,239535182,245493375,251567630,257758923,264067527,270493005,277033906,283687937,290452075,297323173,304298813,311376130,318550761,325817659,333172092,340610467,348129233,355723613,363388543,371119359,378911776,386762397,394668494,402627873,410637868,418695576,426796967,434936945,443109787,451310617,459535453,467781971,476049060,484336507,492643358,500966325,509301590,517646987,526000450,534359116,542719689,551077258,559425224,567755913,576062295,"NGA","Africa",1,182201962,0.459,48,4106076,12858534,16964610,7.4,21.2,"II","west africa",TRUE,FALSE,0.48597,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,FALSE,TRUE,NA,0,NA,NA,NA,13.6321812929393,10.0001428186992,FALSE,14.910795,83.3659371704296,0.000401613702039134,0.0183930688284371,0.000243706138901062,0.000738373900841678,0.00306551147140618,0.0306551147140618,FALSE,TRUE,0.000624570393147768,0.000389376360142926,0.00100182809211522,0.00183625259054863,0.000764911275279552,0.00440812377234765,0.523333333333333,0.9,0.0225298214024299,0.0801823922081591,0.000401613702039134,0.000624570393147768,0.000243706138901062,0.000738373900841678
"Pakistan","PAK",200813818,204596442,208362334,212106995,215824155,219509316,223158203,226767952,230335982,233862814,237352889,240812968,244248371,247659208,251045010,254409778,257758315,261093438,264415428,267721522,271007385,274266975,277494590,280687458,283842283,286951906,290007941,293003264,295934020,298797474,301589116,304304572,306940443,309494078,311964487,314352348,316659543,318887652,321036773,323106830,325099262,327015934,328858580,330628076,332325445,333952715,335512214,337005859,338434749,339799502,341100871,342339421,343515596,"PAK","Asia",1,188924874,0.504,39,9763134,8091005,17854139,14.3,7.5,"II","asia",TRUE,TRUE,0.39224,0.437333333333333,1000,NA,NA,0.76,1000,0.48,1000,0.810740571493027,1000,FALSE,TRUE,FALSE,1,NA,NA,NA,6.50733832659487,4.77458468009509,TRUE,5.2,10,0.000398326023415934,0.0182425000134409,0.000241711118663607,0.000732329445492171,0.00304041666890681,0.0304041666890681,TRUE,TRUE,0.00313419190735855,0.00160808579642971,0.00610860374114448,0.00313419190735855,0.00160808579642971,0.00610860374114448,0.76,0.9,0.155212505274839,0.152155597327072,0.000398326023415934,0.00313419190735855,0.000241711118663607,0.000732329445492171
"Republic of Moldova","MDA",4041065,4029750,4017687,4004831,3990975,3976113,3960231,3943322,3925425,3906558,3886699,3865826,3843941,3821048,3797215,3772545,3747153,3721155,3694587,3667485,3639965,3612109,3583993,3555671,3527159,3498478,3469631,3440601,3411422,3382098,3352614,3322975,3293157,3263163,3232986,3202613,3171997,3141130,3110009,3078637,3046995,3015058,2982826,2950299,2917506,2884496,2851310,2817998,2784597,2751171,2717781,2684480,2651343,"MDA","Europe",1,3554150,0.649,45,246029,300763,546792,6.5,6.5,"III","asia",TRUE,FALSE,0.45089,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,NA,FALSE,NA,0,NA,NA,NA,6.92394825485029,5.07376148319812,NA,13.3303857045048,40.7050716806503,0.000575573446449832,0.026360061827126,0.000349267919834562,0.00105820197049611,0.00439334363785433,0.0439334363785433,FALSE,TRUE,0.00195462796551342,0.000911146708819137,0.00419314523839818,0.00574665514825907,0.00273945135290928,0.012054985155309,0.76,0.9,0.0575564714590416,0.19835458204706,0.000575573446449832,0.00195462796551342,0.000349267919834562,0.00105820197049611
"Rwanda","RWA",12501156,12794412,13087173,13378967,13669913,13960532,14251666,14543965,14837434,15131882,15427633,15725021,16024252,16325334,16628034,16932098,17237133,17542746,17848704,18154671,18459997,18763878,19065658,19364953,19661478,19954727,20244161,20529380,20810047,21086028,21357305,21623956,21886077,22143519,22396185,22644199,22887719,23126854,23361603,23591861,23817492,24038318,24254197,24465018,24670728,24871256,25066552,25256531,25441158,25620276,25793687,25961089,26122284,"RWA","Africa",1,11609666,0.429,29,157776,1116866,1274642,7.4,21.2,"II","east africa",TRUE,TRUE,0.29775,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,NA,FALSE,NA,0,NA,NA,NA,2.39644030851452,1.75782504999021,FALSE,21.2092467132088,167.691025010811,0.000462111091449643,0.0211637229214586,0.000280417000886027,0.000849599422239409,0.00352728715357644,0.0352728715357644,FALSE,TRUE,0.000950253732682673,0.000598593446407723,0.00150850658639236,0.00279376976152027,0.00138722410840578,0.00562645172693463,0.660495295536791,0.9,0.0304781693258132,0.112355930383335,0.000462111091449643,0.000950253732682673,0.000280417000886027,0.000849599422239409
"Senegal","SEN",16294270,16743859,17200154,17662986,18131864,18606962,19088521,19576780,20071771,20573592,21082543,21599000,22123230,22655295,23195138,23742785,24298189,24861284,25431934,26009975,26595099,27186954,27785159,28389472,28999548,29614906,30234952,30859185,31487250,32118833,32753518,33390907,34030620,34672365,35315896,35960989,36607455,37255131,37903805,38553326,39203640,39854776,40506694,41159252,41812308,42465830,43119815,43774198,44428853,45083556,45738038,46391971,47045071,"SEN","Africa",1,15129273,0.459,44,312013,1150622,1462635,7.4,21.2,"II","west africa",TRUE,TRUE,0.44065,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,NA,FALSE,NA,0,NA,NA,NA,4.5722819923258,3.35408339678692,FALSE,14.910795,83.3659371704296,0.000414557066548985,0.0189858478922302,0.00025156039629584,0.000762170505625403,0.00316430798203837,0.0316430798203837,FALSE,TRUE,0.000718638119684806,0.000474669753960872,0.00108800011535322,0.00211281406133834,0.000954220539948791,0.00467814626797762,0.523333333333333,0.9,0.0264242393091198,0.0916320783416905,0.000414557066548985,0.000718638119684806,0.00025156039629584,0.000762170505625403
"Sierra Leone","SLE",7719729,7883123,8046931,8211069,8375679,8540920,8706972,8873984,9041924,9210650,9379980,9549678,9719531,9889414,10059265,10228964,10398417,10567515,10736157,10904200,11071477,11237831,11403087,11567121,11729839,11891123,12050862,12208952,12365273,12519739,12672291,12822945,12971626,13118294,13262816,13405036,13544775,13681848,13816162,13947666,14076321,14202109,14325016,14444993,14561941,14675792,14786456,14893871,14997966,15098704,15196037,15289930,15380332,"SLE","Africa",1,6453184,0.336,40,121582,523737,645319,7.4,21.2,"I","west africa",TRUE,TRUE,0.40318,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,TRUE,FALSE,NA,0,NA,NA,NA,3.36618438717595,2.46932782694785,FALSE,14.910795,83.3659371704296,0.000378245983469155,0.0173228761187788,0.000229526203209871,0.000695411936579301,0.00288714601979646,0.0288714601979646,FALSE,TRUE,0.000413672658105483,0.000252857923111628,0.000676763717577912,0.00121620797018089,0.000455481174531064,0.00324747082742637,0.523333333333333,0.9,0.012453124139286,0.0505566500074005,0.000378245983469155,0.000413672658105483,0.000229526203209871,0.000695411936579301
"Somalia","SOM",15181925,15636171,16105174,16589196,17088214,17601387,18127560,18665849,19215918,19777797,20351526,20937235,21535019,22144759,22766243,23399316,24043828,24699613,25366549,26044595,26733772,27434193,28145899,28868760,29602596,30347355,31102953,31869275,32646129,33433209,34230143,35036488,35851792,36675703,37507879,38347878,39195255,40049539,40910365,41777303,42649847,43527437,44409572,45295820,46185811,47079289,47976033,48875776,49778160,50682757,51589203,52497144,53406176,"SOM","Africa",1,10787104,0.284,40,201246,881175,1082421,7.4,21.2,"III","east africa",TRUE,TRUE,0.4003,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,TRUE,FALSE,NA,0,NA,NA,NA,7.45266096186521,5.4681897675956,FALSE,21.2092467132088,167.691025010811,0.000333941832792574,0.015293838542017,0.000202641678494057,0.000613957971257777,0.00254897309033617,0.0254897309033617,FALSE,TRUE,0.000314651962049538,0.000172095172064674,0.000575297122132032,0.00092508464501931,0.000306356395607047,0.00279341842612676,0.660495295536791,0.9,0.00615182069881465,0.0408358564653466,0.000333941832792574,0.000314651962049538,0.000202641678494057,0.000613957971257777
"South Sudan","SSD",12919053,13263184,13610007,13960428,14314458,14671974,15032440,15395477,15761305,16130267,16502233,16876974,17254367,17634307,18016908,18402372,18790970,19182891,19578154,19976625,20378119,20782386,21189205,21598427,22009951,22423660,22839397,23257015,23676336,24097135,24519204,24942321,25366221,25790726,26215574,26640443,27064973,27488849,27911806,28333629,28754081,29172953,29590035,30005108,30417939,30828276,31235914,31640614,32042173,32440419,32835177,33226311,33613665,"SSD","Africa",1,12478560.2270515,0.408,34,198985.952831845,1116223.97431196,1315209.9271438,NA,NA,"III","east africa",TRUE,TRUE,0.1903,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,NA,FALSE,NA,0,NA,NA,NA,13.9217849083903,10.2147356697484,NA,21.2092467132088,167.691025010811,0.000466587971221563,0.0213687546655537,0.000283133648943598,0.000857830244952896,0.00356145911092562,0.0356145911092562,FALSE,TRUE,0.00118234895595093,0.000601645981028942,0.00232354091561862,0.00347613552790309,0.00161154184259245,0.00749811012595964,0.660495295536791,0.9,0.0409087852655348,0.143022202352778,0.000466587971221563,0.00118234895595093,0.000283133648943598,0.000857830244952896
"Sri Lanka","LKA",20950041,21018859,21084042,21145999,21204501,21258732,21307487,21349942,21385841,21415549,21439690,21459185,21474701,21486363,21493979,21497516,21496867,21491895,21482630,21469003,21450633,21427001,21397716,21362744,21322134,21275735,21223391,21165080,21100790,21030795,20955601,20875918,20792352,20705198,20614645,20521025,20424689,20325944,20225056,20122278,20017834,19911952,19804831,19696639,19587500,19477599,19367046,19255946,19144395,19032438,18919992,18806936,18693181,"LKA","Asia",1,20966000,0.691,18,513136,1197027,1710163,14.3,7.5,"I","asia",TRUE,FALSE,0.18407,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,FALSE,TRUE,FALSE,1,NA,NA,NA,5.43492250198178,3.98445100178103,TRUE,5.38,13.8216953413365,0.00035342080119722,0.0161859346153195,0.000214461853342597,0.000649770399499851,0.00269765576921992,0.0269765576921992,TRUE,TRUE,0.0164905153217033,0.00725015119247331,0.0375077827146062,0.0164905153217033,0.00725015119247331,0.0375077827146062,0.76,0.9,1,0.999166065166176,0.00035342080119722,0.0164905153217033,0.000214461853342597,0.000649770399499851
"Sudan","SDN",41511526,42514094,43541203,44592440,45666292,46760545,47872430,48999711,50141051,51296028,52464484,53646648,54842478,56051316,57272095,58503852,59745525,60996110,62254963,63521438,64794628,66073569,67357464,68645673,69937787,71233507,72532615,73834917,75140027,76447622,77757697,79070356,80385607,81703192,83022778,84344136,85667046,86991221,88316261,89641704,90967182,92292266,93616439,94939166,96259738,97577324,98890985,100199791,101503078,102800068,104089643,105370527,106641644,"SDN","Africa",1,40096133.7729485,0.408,34,639382.047168155,3586653.02568804,4226035.0728562,7.4,21.2,"III","east africa",TRUE,TRUE,0.34007,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,TRUE,FALSE,NA,0,NA,NA,NA,32.8597725812674,24.1099753583611,FALSE,21.2092467132088,167.691025010811,0.000467912920880426,0.0214294345929216,0.000283937651306965,0.000860266188355888,0.0035715724321536,0.035715724321536,FALSE,TRUE,0.000743691365552215,0.000493666630049785,0.00112034481070989,0.00218647123133935,0.00102137645098963,0.00468060179069386,0.660495295536791,0.9,0.0202822468649444,0.082379663116734,0.000467912920880426,0.000743691365552215,0.000283937651306965,0.000860266188355888
"Tajikistan","TJK",9107211,9292000,9475246,9656648,9835989,10013102,10187895,10360358,10530400,10698174,10864265,11029469,11194411,11359262,11524091,11689347,11855513,12022921,12191668,12361646,12532613,12704211,12876073,13048084,13219991,13391114,13560613,13727805,13892383,14054239,14213113,14368845,14521291,14670318,14815895,14958122,15097206,15233335,15366521,15496853,15624619,15750206,15873917,15995855,16116022,16234486,16351289,16466436,16579941,16691758,16801737,16909677,17015383,"TJK","Asia",1,8481855,0.607,27,302881,434283,737164,14.3,7.5,"III","asia",TRUE,TRUE,0.26891,0.437333333333333,1000,NA,NA,0.76,1000,0.6,1000,0.752935142873257,1000,NA,FALSE,NA,0,0,NA,NA,3.80813218906719,2.79105340593254,FALSE,13.3303857045048,40.7050716806503,0.000363968289127281,0.0166689875352765,0.000220862251400456,0.000669162142778174,0.00277816458921275,0.0277816458921275,FALSE,TRUE,0.0027328649115077,0.00123542391021514,0.00604533436887213,0.00803469125086785,0.00436071226417108,0.0148040640120161,0.76,0.9,0.147354421291204,0.462362802440326,0.000363968289127281,0.0027328649115077,0.000220862251400456,0.000669162142778174
"Tanzania","TZA",59091392,60913557,62774619,64673854,66612147,68591196,70613532,72681070,74794078,76952218,79155997,81405880,83702053,86044557,88432938,90866132,93342754,95861531,98421696,101022629,103663322,106342632,109059518,111813197,114602781,117426994,120284409,123173856,126094341,129045371,132026850,135038935,138081621,141154199,144255838,147386143,150544787,153731223,156944759,160184335,163448432,166735278,170043234,173370923,176717329,180081637,183463242,186861214,190274426,193701133,197139230,200586276,204040056,"TZA","Africa",1,53470420,0.466,32,797214,4941823,5739037,7.4,21.2,"II","east africa",TRUE,TRUE,0.32316,0.864583333333333,1000,"vet_test",NA,0.747285886610374,1000,0.847457627118644,1000,0.56441717791411,1000,TRUE,FALSE,NA,0,0,NA,NA,6.27090326127299,4.59980196320306,TRUE,14.64,167.691025010811,0.000453374710297484,0.0207636149096372,0.000275115613737754,0.000833537430833721,0.00346060248493954,0.0346060248493954,FALSE,TRUE,0.00107394629967555,0.000685892459344661,0.00168154736048389,0.00315742900484043,0.00164545026598136,0.0060587415655871,0.747285886610374,0.9,0.0354054811998544,0.13241392587649,0.000453374710297484,0.00107394629967555,0.000275115613737754,0.000833537430833721
"Togo","TGO",7990926,8186384,8384291,8584627,8787334,8992575,9200531,9411356,9625068,9841604,10060882,10282798,10507241,10734128,10963365,11194773,11428165,11663343,11900152,12138472,12378124,12618921,12860688,13103308,13346634,13590457,13834554,14078714,14322800,14566742,14810565,15054358,15298154,15541914,15785514,16028791,16271558,16513670,16754990,16995482,17235164,17474071,17712220,17949528,18185870,18421101,18655037,18887516,19118433,19347667,19575072,19800497,20023795,"TGO","Africa",1,7304578,0.435,40,137698,592618,730317,7.4,21.2,"II","west africa",TRUE,TRUE,0.40463,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,NA,FALSE,NA,0,NA,NA,NA,2.66632917775048,1.95593588489417,FALSE,14.910795,83.3659371704296,0.000419135083230499,0.0191955114955717,0.000254338415978963,0.000770587270337577,0.00319925191592861,0.0319925191592861,FALSE,TRUE,0.000705189887852277,0.000478967496704324,0.0010382599682669,0.00207327592310492,0.000950887780264481,0.00452048405978146,0.523333333333333,0.9,0.0253102152417453,0.08835681969656,0.000419135083230499,0.000705189887852277,0.000254338415978963,0.000770587270337577
"Uganda","UGA",44270563,45711874,47187703,48698086,50242802,51822128,53436321,55085460,56769412,58487747,60239885,62025011,63842360,65691400,67571502,69481538,71420257,73386500,75379412,77398346,79442649,81511732,83604961,85721545,87860635,90021613,92203851,94406655,96629120,98870311,101129434,103405702,105698201,108005978,110327825,112662248,115007567,117362214,119724961,122094678,124470067,126849791,129232610,131617241,134002531,136387479,138771165,141152605,143530647,145904061,148271671,150632268,152984654,"UGA","Africa",1,39032383,0.446,16,296444,4425376,4721819,7.4,21.2,"I","east africa",TRUE,TRUE,0.16444,0.759569173441734,1000,NA,NA,0.46,1000,0.37,1000,0.1,1000,NA,TRUE,NA,0,0,1373844,"mixed",3.36835005022824,2.47073547973886,TRUE,21.2092467132088,167.691025010811,0.000497685446875517,0.0227929541069316,0.000302004134892448,0.000915003504451652,0.0037988256844886,0.037988256844886,FALSE,TRUE,0.00157462215847335,0.000740290082232909,0.003349274833558,0.00462942856298325,0.00219949550975252,0.00974387477707402,0.46,0.9,0.0590395982283565,0.183456327827363,0.000497685446875517,0.00157462215847335,0.000302004134892448,0.000915003504451652
"Ukraine","UKR",44009214,43795220,43579234,43360970,43140411,42916331,42687381,42452647,42211775,41965143,41713547,41458250,41200374,40940211,40678209,40415799,40154711,39896340,39641292,39389725,39141923,38898011,38658013,38422110,38190244,37961907,37736329,37512851,37291242,37071300,36852470,36634116,36415702,36196974,35977762,35757822,35536955,35315013,35091993,34867940,34642919,34417040,34190485,33963469,33736354,33509762,33284454,33061130,32840177,32622044,32407476,32197335,31992330,"UKR","Europe",1,45198200,0.729,70,4846290,2107279,6953569,6.5,6.5,"II","asia",TRUE,FALSE,0.69915,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,FALSE,FALSE,NA,0,NA,NA,NA,8.95664582652129,6.56329061578452,FALSE,28.0069288461941,40.7050716806503,0.00067691372346088,0.0310012348764844,0.000410762952250363,0.0012445178637764,0.00516687247941406,0.0516687247941406,FALSE,TRUE,0.00139980133190993,0.000418647917962035,0.00468040968256886,0.00411545095664643,0.00113179773066924,0.0149646320341596,0.76,0.9,0.0285584398688333,0.113099643272315,0.00067691372346088,0.00139980133190993,0.000410762952250363,0.0012445178637764
"Uzbekistan","UZB",32364996,32807368,33235825,33648956,34046200,34427732,34794284,35146617,35484562,35808300,36119473,36420216,36712267,36996226,37272259,37541052,37803244,38059262,38309384,38553596,38791541,39022683,39246465,39462759,39671233,39870838,40060222,40238337,40404772,40559445,40702045,40832387,40950366,41055888,41149052,41230159,41299725,41358196,41405832,41442946,41470196,41488317,41497995,41499630,41493576,41480342,41460462,41434391,41402507,41365093,41322271,41274070,41220568,"UZB","Asia",1,31299500,0.641,36,1517608,1392828,2910436,14.3,7.5,"III","asia",TRUE,FALSE,0.36479,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,NA,FALSE,NA,0,NA,NA,NA,3.00488192420004,2.20233582052536,FALSE,13.3303857045048,40.7050716806503,0.000395509657463723,0.0181135163344924,0.00024000209910461,0.000727151506831777,0.00301891938908207,0.0301891938908207,FALSE,TRUE,0.00244310156434745,0.00113530907541226,0.00525737473872439,0.00718277975665272,0.00376852878076034,0.0136903094109237,0.76,0.9,0.118282623048467,0.376890987860567,0.000395509657463723,0.00244310156434745,0.00024000209910461,0.000727151506831777
"Vietnam","VNM",96491146,97429061,98360145,99284146,100194727,101084329,101943038,102763511,103543406,104283957,104986025,105651851,106283637,106881337,107445789,107981467,108494170,108988478,109466143,109927593,110374441,110807990,111229112,111638620,112036467,112421398,112791469,113144909,113481203,113799800,114098834,114376118,114629852,114859193,115063675,115242246,115393895,115517962,115614247,115682958,115724409,115739164,115727991,115691467,115630608,115547326,115443926,115322545,115184413,115030721,114863440,114684678,114496277,"VNM","Asia",1,91703800,0.593,34,4107474,4258583,8366058,14.3,7.5,"I","asia",TRUE,FALSE,0.34236,0.16,1000,"unknown",NA,0.6,1000,0.7535,1000,0.752935142873257,1000,TRUE,TRUE,TRUE,1,0.4,8e+06,"mixed",4.30775314587087,3.15890391616581,NA,23.957240078888,45,0.000380722358452639,0.0174362889213923,0.000231028910370089,0.000699964795824934,0.00290604815356538,0.0290604815356538,FALSE,TRUE,0.00201760794178745,0.00104025645179526,0.00391320986256665,0.00593181785506468,0.00326761793052806,0.0107682305011645,0.6,0.9,0.102612117451252,0.320548010970388,0.000380722358452639,0.00201760794178745,0.000231028910370089,0.000699964795824934
"Yemen","YEM",28915284,29579986,30245305,30910815,31575533,32239043,32900886,33560644,34218019,34872702,35524173,36171853,36815286,37453909,38087508,38716410,39341197,39962096,40578956,41191012,41797181,42396011,42986334,43567400,44138834,44700165,45251062,45791086,46319750,46836330,47339907,47829434,48304040,48763178,49206527,49633685,50044350,50438268,50815200,51174963,51517443,51842580,52150388,52440860,52714126,52970461,53210273,53433907,53641657,53833738,54010552,54172526,54320079,"YEM","Asia",1,26832215,0.462,35,1238074,1227039,2465113,14.3,7.5,"III","east africa",TRUE,TRUE,0.35187,0.627,1000,"vet","all",0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,NA,TRUE,NA,0,NA,NA,NA,10.9537713909728,8.03703548869728,FALSE,21.2092467132088,167.691025010811,0.000383846529238597,0.0175793694189106,0.000232924711224611,0.000705708639121145,0.00292989490315176,0.0292989490315176,FALSE,TRUE,0.000961492943154293,0.000635969544346662,0.00145363671570974,0.00282681332165482,0.00143629076769484,0.0055635486457314,0.660495295536791,0.9,0.0402724409228524,0.141151334055863,0.000383846529238597,0.000961492943154293,0.000232924711224611,0.000705708639121145
"Zambia","ZMB",17609178,18137369,18679273,19234791,19803619,20386125,20982764,21593825,22219440,22859363,23513109,24179963,24859376,25551178,26255378,26971852,27700551,28441399,29194278,29959107,30736002,31525138,32326616,33140423,33966440,34804573,35654689,36516657,37390290,38275489,39172280,40080735,41000822,41932434,42875227,43828553,44791586,45763655,46744372,47733591,48731181,49737110,50751286,51773463,52803331,53840605,54884968,55936138,56993817,58057772,59127840,60203908,61285791,"ZMB","Africa",1,16211767,0.43,41,312933,1294269,1607202,7.4,21.2,"II","east africa",TRUE,TRUE,0.41379,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,NA,FALSE,NA,0,NA,NA,NA,12.5414544051962,9.19934564334496,FALSE,21.2092467132088,167.691025010811,0.000426544738361808,0.0195348582263559,0.0002588347228367,0.000784210052467313,0.00325580970439265,0.0325580970439265,FALSE,TRUE,0.000667103668267352,0.00045110737520367,0.0009865218985055,0.00196130148412367,0.000880470780312177,0.00436891671778343,0.660495295536791,0.9,0.0197274467404873,0.0807485368626754,0.000426544738361808,0.000667103668267352,0.0002588347228367,0.000784210052467313
